zip_code,longitude,latitude
06745,21.8168,48.952
06752,21.8618,49.3246
06761,22.2559,48.9578
06765,22.4014,49.0713
06766,22.3265,49.0385
06767,22.4281,48.9588
06768,22.5149,49.0441
06771,22.3927,48.8994
06772,22.3242,48.9683
06773,22.3584,48.8758
06777,22.1667,48.95
06781,22.1076,48.975
06782,22.0428,48.9436
06783,22.1097,48.9251
06801,21.9007,49.2719
06901,22.1214,49.0377
06903,22.1362,49.0131
06917,22.1362,49.0131
06919,22.1362,49.0131
06923,22.1362,49.0131
06927,22.1362,49.0131
06929,22.1362,49.0131
06934,22.1362,49.0131
06936,22.1362,49.0131
06944,22.1362,49.0131
06950,22.1362,49.0131
07101,21.8736,48.7925
07103,21.8789,48.77
07105,21.8789,48.77
07120,21.8789,48.77
07121,21.8789,48.77
07155,21.8789,48.77
07156,21.8789,48.77
07160,21.8789,48.77
07174,21.8789,48.77
07180,21.8789,48.77
07184,21.8789,48.77
07201,21.8869,48.7064
07202,21.7546,48.7164
07203,21.7851,48.7405
07204,21.8047,48.6982
07205,21.8443,48.6122
07206,21.8524,48.5779
07211,22.0319,48.6973
07213,22.0231,48.6643
07214,22.1003,48.6323
07215,21.9306,48.6322
07216,21.8878,48.6813
07217,21.9215,48.6023
07221,21.8546,48.8189
07222,21.8166,48.8422
07223,21.8932,48.8144
07231,22.0298,48.8136
07232,22.0627,48.8158
07233,22.0848,48.7713
07234,22.0194,48.7523
07236,21.9999,48.8078
07237,21.9253,48.7028
07241,22.1678,48.8278
07242,22.1325,48.7863
07243,22.1028,48.7487
07244,22.1041,48.7081
07251,22.2276,48.6818
07252,22.2092,48.6556
07253,22.1535,48.6288
07254,22.156,48.6032
07255,22.1413,48.6846
07261,22.2586,48.7196
07262,22.2932,48.7159
07263,22.2691,48.7763
07264,22.3008,48.8183
07301,22.1635,48.778
07342,22.1814,48.7445
07501,21.6561,48.6231
07503,21.6561,48.6231
07512,21.6561,48.6231
07515,21.6561,48.6231
07516,21.6561,48.6231
07517,21.6561,48.6231
07518,21.6561,48.6231
07519,21.6561,48.6231
07520,21.6561,48.6231
07521,21.6561,48.6231
07522,21.6561,48.6231
07523,21.6561,48.6231
07525,21.6561,48.6231
07526,21.6561,48.6231
07527,21.6561,48.6231
07529,21.6561,48.6231
07531,21.6561,48.6231
07532,21.6561,48.6231
07534,21.6561,48.6231
07539,21.6561,48.6231
07540,21.6561,48.6231
07542,21.6561,48.6231
07543,21.6561,48.6231
07544,21.6561,48.6231
07545,21.6561,48.6231
07546,21.6561,48.6231
07548,21.6561,48.6231
07549,21.6561,48.6231
07552,21.6561,48.6231
07553,21.6561,48.6231
07554,21.6561,48.6231
07555,21.6561,48.6231
07557,21.6561,48.6231
07558,21.6561,48.6231
07560,21.6561,48.6231
07561,21.6561,48.6231
07562,21.6561,48.6231
07563,21.6561,48.6231
07564,21.6561,48.6231
07566,21.6561,48.6231
07567,21.6561,48.6231
07568,21.6561,48.6231
07571,21.6561,48.6231
07572,21.6561,48.6231
07573,21.6561,48.6231
07574,21.6561,48.6231
07575,21.6561,48.6231
07576,21.6561,48.6231
07577,21.6561,48.6231
07578,21.6561,48.6231
07579,21.6561,48.6231
07580,21.6561,48.6231
07581,21.6561,48.6231
07582,21.6561,48.6231
07585,21.6561,48.6231
07588,21.6561,48.6231
07589,21.6561,48.6231
07590,21.6561,48.6231
07593,21.6561,48.6231
07594,21.6561,48.6231
07595,21.6561,48.6231
07601,21.7241,48.5642
07602,21.7201,48.5135
07603,21.7847,48.545
07605,21.7833,48.5
07612,21.5605,48.5483
07613,21.5855,48.5236
07614,21.6234,48.5159
07615,21.6605,48.5241
07616,21.6702,48.5699
07617,21.6377,48.5821
07622,21.7089,48.6991
07631,21.7542,48.3722
07632,21.7161,48.4256
07633,21.782,48.41
07634,21.7805,48.4137
07635,21.8079,48.4025
07636,21.8059,48.3616
07637,21.8577,48.4637
07641,22.0286,48.4125
07642,22.0886,48.3915
07643,22.0926,48.4447
07651,22.003,48.3929
07652,21.9464,48.3988
07653,21.9605,48.475
07661,21.6686,48.7484
07662,21.7078,48.7309
07664,21.5721,48.6466
07671,22.0272,48.54
